"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY","BILL_AMT","PAY_AMT","DEFAULT","UTILIZATION"
"8401",2e+05,1,2,1,31,1,29070,3019,0,0.14535
"8402",140000,1,3,1,59,0,129684,6193,0,0.926314285714286
"8403",60000,1,2,2,28,0,60721,4000,1,1.01201666666667
"8404",1e+05,1,1,2,27,0,5552,1120,1,0.05552
"8405",30000,2,2,1,34,2,30082,0,0,1.00273333333333
"8406",5e+05,1,2,1,42,0,1131,0,0,0.002262
"8407",420000,2,2,2,31,0,50771,1862,0,0.120883333333333
"8408",130000,2,2,1,36,2,131989,0,1,1.0153
"8409",360000,2,1,1,56,0,60206,7690,0,0.167238888888889
"8410",150000,2,1,2,36,-1,9788,6252,0,0.0652533333333333
"8411",360000,1,1,2,33,-1,845,0,0,0.00234722222222222
"8412",230000,2,2,2,29,0,157107,6000,0,0.683073913043478
"8413",170000,1,3,1,40,-2,6115,872,0,0.0359705882352941
"8414",1e+05,2,2,1,28,0,95251,5401,0,0.95251
"8415",60000,2,2,1,53,0,55505,3000,0,0.925083333333333
"8416",3e+05,1,1,1,44,0,58137,3000,0,0.19379
"8417",290000,1,2,2,29,-1,22277,0,0,0.0768172413793103
"8418",30000,2,2,2,23,2,19674,2000,0,0.6558
"8419",340000,1,2,1,35,0,292302,3904,0,0.859711764705882
"8420",90000,1,2,2,31,0,34704,3000,0,0.3856
"8421",140000,2,1,2,28,1,99215,0,1,0.708678571428571
"8422",150000,1,1,2,31,0,110921,3000,0,0.739473333333333
"8423",70000,1,3,1,47,0,62080,6874,1,0.886857142857143
"8424",750000,2,1,1,41,0,184022,6817,0,0.245362666666667
"8425",2e+05,2,2,2,26,0,116070,5096,0,0.58035
"8426",230000,2,2,1,39,2,183718,7236,1,0.798773913043478
"8427",170000,1,2,2,31,0,136330,46000,0,0.801941176470588
"8428",30000,2,2,2,26,0,8009,2316,0,0.266966666666667
"8429",30000,1,1,2,24,0,28749,2004,0,0.9583
"8430",90000,2,2,1,33,0,76395,4000,0,0.848833333333333
"8431",50000,2,2,1,30,2,29826,0,1,0.59652
"8432",410000,2,3,2,31,-2,0,0,0,0
"8433",30000,2,2,1,42,2,4641,2521,1,0.1547
"8434",260000,1,1,1,40,-1,524,248,0,0.00201538461538462
"8435",30000,2,2,1,51,0,16883,1303,0,0.562766666666667
"8436",10000,1,2,1,23,1,8679,0,0,0.8679
"8437",290000,1,1,1,41,1,0,0,0,0
"8438",150000,2,1,2,37,-1,2195,0,1,0.0146333333333333
"8439",30000,1,2,1,24,0,29416,1540,0,0.980533333333333
"8440",360000,2,1,2,44,0,347696,20000,0,0.965822222222222
"8441",240000,2,2,1,47,1,0,0,0,0
"8442",50000,2,2,2,31,0,9514,2100,0,0.19028
"8443",50000,2,1,2,42,-1,1618,0,0,0.03236
"8444",50000,1,2,2,29,0,23236,1660,0,0.46472
"8445",10000,1,2,2,24,1,4231,1500,1,0.4231
"8446",110000,2,3,1,48,1,35341,0,1,0.321281818181818
"8447",4e+05,2,3,1,44,0,120456,3557,0,0.30114
"8448",90000,2,2,2,26,0,70206,3300,0,0.780066666666667
"8449",150000,2,3,1,48,2,84647,5950,1,0.564313333333333
"8450",80000,2,2,2,26,0,77037,3300,0,0.9629625
"8451",50000,1,3,2,23,0,7965,1500,0,0.1593
"8452",50000,1,2,2,33,0,48355,2140,0,0.9671
"8453",20000,1,2,1,38,2,6313,2426,0,0.31565
"8454",50000,1,2,2,29,-1,10498,1345,0,0.20996
"8455",140000,2,2,2,27,0,62986,5000,0,0.4499
"8456",280000,2,1,1,36,-1,4480,2120,1,0.016
"8457",130000,2,2,1,37,1,67612,0,1,0.520092307692308
"8458",70000,2,1,1,25,1,0,0,0,0
"8459",470000,1,1,1,38,0,156454,5526,0,0.33288085106383
"8460",5e+05,1,2,2,33,0,134503,20031,0,0.269006
"8461",40000,1,2,2,35,2,21072,1504,0,0.5268
"8462",40000,2,2,1,45,1,40910,0,0,1.02275
"8463",50000,2,1,1,22,-1,5856,3005,0,0.11712
"8464",40000,2,1,2,24,-1,780,0,1,0.0195
"8465",50000,2,2,2,26,0,48457,1351,0,0.96914
"8466",310000,2,2,2,44,-2,6571,1156,0,0.0211967741935484
"8467",140000,2,2,2,34,0,27098,3485,1,0.193557142857143
"8468",80000,2,2,2,27,0,36406,2000,1,0.455075
"8469",210000,1,2,2,26,1,0,0,1,0
"8470",50000,2,1,2,23,0,18975,1400,0,0.3795
"8471",4e+05,1,1,2,39,2,50747,0,0,0.1268675
"8472",60000,2,2,1,36,0,57262,5816,0,0.954366666666667
"8473",160000,2,3,2,54,1,0,0,0,0
"8474",450000,2,1,1,46,-1,28205,3793,1,0.0626777777777778
"8475",20000,2,3,2,35,0,10704,1517,0,0.5352
"8476",50000,2,2,1,47,0,47500,2700,0,0.95
"8477",2e+05,2,2,1,41,-2,23570,742,1,0.11785
"8478",160000,1,1,2,42,-2,51997,0,0,0.32498125
"8479",60000,2,2,2,48,2,60717,0,1,1.01195
"8480",280000,2,2,2,30,-1,3510,0,0,0.0125357142857143
"8481",2e+05,2,2,2,28,-1,1243,0,0,0.006215
"8482",1e+05,1,2,1,56,0,96392,4424,0,0.96392
"8483",10000,2,1,2,22,0,6579,1300,1,0.6579
"8484",80000,1,1,2,28,0,49740,2000,1,0.62175
"8485",440000,1,1,2,35,0,421895,15100,1,0.958852272727273
"8486",5e+05,2,2,2,36,-2,11168,9287,0,0.022336
"8487",20000,1,3,2,24,0,14628,3000,0,0.7314
"8488",30000,1,1,2,24,-1,8217,5000,0,0.2739
"8489",120000,2,1,2,23,0,100904,6629,0,0.840866666666667
"8490",120000,2,3,2,50,0,149540,125000,1,1.24616666666667
"8491",140000,1,2,1,40,0,77356,4000,0,0.552542857142857
"8492",60000,1,2,2,26,0,23146,1400,1,0.385766666666667
"8493",10000,2,2,2,22,-1,528,0,1,0.0528
"8494",120000,2,1,1,39,0,51662,10000,0,0.430516666666667
"8495",70000,2,2,2,26,0,28986,2400,0,0.414085714285714
"8496",70000,2,2,2,40,0,65059,3141,0,0.929414285714286
"8497",2e+05,1,1,2,28,-2,0,0,0,0
"8498",90000,2,3,1,49,-1,69380,2800,0,0.770888888888889
"8499",60000,2,2,1,30,0,36082,1628,0,0.601366666666667
"8500",210000,2,1,2,30,1,0,0,0,0
"8501",40000,2,2,2,25,2,25741,1750,1,0.643525
"8502",130000,2,3,1,42,0,105406,4349,0,0.810815384615385
"8503",150000,2,1,2,38,-1,675,0,0,0.0045
"8504",30000,1,2,1,39,1,22595,3000,1,0.753166666666667
"8505",380000,1,3,1,52,2,390409,15353,0,1.02739210526316
"8506",150000,2,3,1,40,0,56690,3606,1,0.377933333333333
"8507",50000,2,1,2,22,2,41632,3509,1,0.83264
"8508",170000,1,1,2,27,0,17066,4000,0,0.100388235294118
"8509",360000,1,3,1,41,-1,498,498,1,0.00138333333333333
"8510",5e+05,2,1,1,38,0,238708,90012,0,0.477416
"8511",2e+05,2,1,2,36,1,12099,0,0,0.060495
"8512",240000,2,1,1,33,-1,30973,1537,0,0.129054166666667
"8513",110000,2,2,1,28,0,66831,3021,0,0.607554545454545
"8514",10000,1,3,1,46,-1,6277,1000,1,0.6277
"8515",180000,2,1,2,34,-1,1599,0,0,0.00888333333333333
"8516",50000,2,2,1,41,2,29463,0,0,0.58926
"8517",180000,1,1,2,32,0,63461,3018,0,0.352561111111111
"8518",40000,2,2,2,24,0,38221,3107,1,0.955525
"8519",2e+05,2,1,2,29,-2,390,390,0,0.00195
"8520",120000,2,1,2,27,2,500,0,0,0.00416666666666667
"8521",130000,1,2,2,32,0,65599,3000,0,0.504607692307692
"8522",120000,2,2,2,48,0,72528,2680,0,0.6044
"8523",350000,2,1,1,46,0,102060,10069,0,0.2916
"8524",2e+05,1,1,2,28,-2,778,506,0,0.00389
"8525",80000,1,2,2,26,0,76158,8000,0,0.951975
"8526",50000,2,1,0,45,-1,4736,0,0,0.09472
"8527",20000,2,2,2,46,1,15481,1600,0,0.77405
"8528",90000,2,2,2,31,0,23418,1408,0,0.2602
"8529",160000,2,2,1,34,0,5283,1500,1,0.03301875
"8530",50000,1,3,1,41,2,31303,5700,0,0.62606
"8531",220000,2,1,2,30,1,29007,0,0,0.13185
"8532",70000,2,1,1,29,0,68532,3300,0,0.979028571428571
"8533",30000,1,3,1,52,2,31521,0,0,1.0507
"8534",80000,2,3,1,46,2,58934,2254,1,0.736675
"8535",10000,1,2,2,23,0,3072,2535,0,0.3072
"8536",80000,2,2,1,46,0,4742,1277,0,0.059275
"8537",50000,1,3,2,25,0,45943,1818,0,0.91886
"8538",60000,1,1,3,47,0,49689,3007,0,0.82815
"8539",50000,1,2,2,41,0,40710,3000,0,0.8142
"8540",80000,2,3,2,26,0,78513,3000,0,0.9814125
"8541",120000,1,2,2,32,0,113650,3999,0,0.947083333333333
"8542",110000,1,1,2,33,0,111249,4000,0,1.01135454545455
"8543",140000,2,3,1,51,0,58213,3500,0,0.415807142857143
"8544",50000,2,2,2,22,1,5139,0,0,0.10278
"8545",50000,1,3,1,38,0,44837,1871,0,0.89674
"8546",320000,1,1,1,42,0,19252,4027,0,0.0601625
"8547",140000,1,2,1,38,2,131877,7000,0,0.941978571428571
"8548",180000,2,2,2,35,-2,827,675,0,0.00459444444444444
"8549",50000,1,2,2,25,1,21679,0,1,0.43358
"8550",310000,1,2,1,36,0,52191,3012,0,0.168358064516129
"8551",50000,2,1,2,23,-1,1300,628,0,0.026
"8552",220000,2,2,1,33,-2,9649,8300,0,0.0438590909090909
"8553",140000,1,2,1,41,0,57607,4000,0,0.411478571428571
"8554",50000,1,1,1,49,0,50430,2500,0,1.0086
"8555",60000,1,2,2,24,0,57480,4207,0,0.958
"8556",20000,1,3,2,28,-1,3515,1000,1,0.17575
"8557",1e+05,2,1,1,27,0,39056,5000,0,0.39056
"8558",150000,2,3,1,29,0,149278,3984,0,0.995186666666667
"8559",260000,1,2,2,30,-1,326,326,0,0.00125384615384615
"8560",50000,1,3,1,38,0,31304,3000,0,0.62608
"8561",180000,1,2,1,35,0,95757,3400,0,0.531983333333333
"8562",120000,2,2,1,35,1,0,0,1,0
"8563",220000,1,1,1,32,-2,8757,9,0,0.0398045454545455
"8564",50000,1,2,2,26,1,0,0,0,0
"8565",180000,2,3,1,56,-1,440,440,1,0.00244444444444444
"8566",220000,2,1,2,36,-1,4952,1734,0,0.0225090909090909
"8567",160000,1,2,1,41,0,2524,0,1,0.015775
"8568",50000,1,1,2,23,0,17528,1000,0,0.35056
"8569",1e+05,1,2,1,41,0,100284,3500,0,1.00284
"8570",160000,2,2,1,38,-1,6000,6000,0,0.0375
"8571",1e+05,2,1,2,25,-1,9424,1259,0,0.09424
"8572",170000,2,1,2,24,0,171465,18500,0,1.00861764705882
"8573",80000,2,2,2,26,0,11284,1500,0,0.14105
"8574",50000,1,2,1,44,0,38736,3000,0,0.77472
"8575",5e+05,2,2,1,32,-2,0,0,0,0
"8576",20000,1,1,3,47,0,16888,1616,0,0.8444
"8577",30000,2,2,2,26,0,14923,1600,0,0.497433333333333
"8578",60000,2,1,2,30,-2,0,0,0,0
"8579",360000,1,1,1,44,-1,18295,3204,0,0.0508194444444444
"8580",240000,1,1,1,50,0,52771,3000,0,0.219879166666667
"8581",50000,2,3,1,36,0,49212,5450,0,0.98424
"8582",50000,1,2,2,46,2,49423,10,0,0.98846
"8583",60000,2,3,1,29,0,59190,2200,0,0.9865
"8584",210000,2,1,2,25,1,0,0,0,0
"8585",330000,1,2,1,42,-1,870,0,0,0.00263636363636364
"8586",5e+05,2,2,1,34,0,60278,1745,0,0.120556
"8587",30000,2,3,1,35,0,23697,3000,0,0.7899
"8588",50000,1,2,2,33,0,29616,5000,1,0.59232
"8589",360000,2,1,1,33,0,364367,14050,0,1.01213055555556
"8590",60000,2,2,2,26,1,58603,2000,0,0.976716666666667
"8591",120000,2,3,1,47,0,118148,5033,0,0.984566666666667
"8592",140000,2,1,1,33,0,27234,1389,0,0.194528571428571
"8593",220000,2,1,1,41,0,219198,5068,0,0.996354545454545
"8594",4e+05,1,1,2,29,0,31348,28102,0,0.07837
"8595",50000,2,2,1,56,0,48836,2000,0,0.97672
"8596",80000,1,2,2,35,1,0,0,1,0
"8597",150000,2,3,1,33,0,21112,5000,0,0.140746666666667
"8598",50000,1,1,2,26,0,28408,1477,0,0.56816
"8599",50000,2,2,1,50,0,50224,2200,0,1.00448
"8600",210000,1,2,2,25,0,96518,1681,0,0.459609523809524
"8601",90000,1,1,2,30,0,41789,2100,0,0.464322222222222
"8602",180000,2,3,2,29,-2,0,0,0,0
"8603",310000,1,2,2,24,0,165477,6000,0,0.533796774193548
"8604",50000,2,2,2,23,0,48529,1743,0,0.97058
"8605",120000,1,1,2,41,0,113796,6000,0,0.9483
"8606",150000,2,2,2,36,-1,1374,0,0,0.00916
"8607",20000,1,2,1,47,-1,8424,0,0,0.4212
"8608",180000,2,3,1,43,-2,130500,47346,0,0.725
"8609",120000,2,2,1,39,0,114644,4320,0,0.955366666666667
"8610",210000,2,1,1,51,-1,1900,0,0,0.00904761904761905
"8611",1e+05,2,2,2,23,0,85435,3143,0,0.85435
"8612",190000,2,3,1,54,-1,88,0,0,0.000463157894736842
"8613",80000,1,4,2,30,0,59292,5009,0,0.74115
"8614",70000,1,2,1,34,0,59841,2610,0,0.854871428571429
"8615",60000,1,2,2,42,1,60560,2065,1,1.00933333333333
"8616",50000,2,1,2,25,0,8107,1000,0,0.16214
"8617",110000,2,2,1,45,0,108214,5300,0,0.983763636363636
"8618",210000,2,1,2,33,1,0,0,0,0
"8619",30000,1,3,1,50,1,22320,0,1,0.744
"8620",20000,2,3,2,23,0,13884,3000,1,0.6942
"8621",70000,1,2,2,42,0,66681,3768,0,0.952585714285714
"8622",260000,2,2,2,51,0,200964,8000,0,0.772938461538462
"8623",50000,2,3,2,54,0,42659,1500,0,0.85318
"8624",170000,2,2,2,26,1,16237,0,0,0.0955117647058824
"8625",20000,1,2,2,25,1,15863,0,0,0.79315
"8626",40000,2,1,2,24,1,9958,2500,0,0.24895
"8627",220000,1,3,1,39,0,192815,20000,0,0.876431818181818
"8628",30000,2,2,1,23,0,29336,1800,1,0.977866666666667
"8629",20000,1,2,2,22,-1,17676,1451,1,0.8838
"8630",120000,2,1,2,34,0,67253,1954,0,0.560441666666667
"8631",110000,2,1,2,32,0,30852,1906,0,0.280472727272727
"8632",170000,2,2,1,23,2,160189,5936,0,0.942288235294118
"8633",90000,2,1,2,32,1,32226,1839,1,0.358066666666667
"8634",140000,1,1,2,35,-2,2000,0,0,0.0142857142857143
"8635",2e+05,1,2,1,41,-2,23025,0,1,0.115125
"8636",50000,1,2,2,27,0,46301,2187,0,0.92602
"8637",50000,2,2,1,45,0,49073,2022,0,0.98146
"8638",20000,1,2,2,57,0,20104,3000,0,1.0052
"8639",20000,2,2,1,47,3,17772,1300,1,0.8886
"8640",2e+05,1,1,2,32,1,18726,0,1,0.09363
"8641",460000,1,1,2,28,0,17919,1500,0,0.038954347826087
"8642",140000,2,1,2,28,1,0,0,0,0
"8643",70000,2,2,1,53,0,24645,0,0,0.352071428571429
"8644",410000,2,1,1,53,-1,4213,187,0,0.0102756097560976
"8645",90000,1,2,2,28,0,91431,4672,0,1.0159
"8646",2e+05,1,3,1,36,-1,1762,4,1,0.00881
"8647",20000,1,1,1,35,0,5745,2224,1,0.28725
"8648",20000,1,2,2,40,0,17068,1800,1,0.8534
"8649",20000,2,2,2,24,0,19096,1335,0,0.9548
"8650",360000,1,3,1,58,-1,1351,554,0,0.00375277777777778
"8651",20000,1,2,2,43,2,9286,1200,1,0.4643
"8652",30000,1,2,2,25,3,18585,1300,1,0.6195
"8653",180000,1,1,1,44,0,18896,2006,0,0.104977777777778
"8654",30000,1,3,1,48,0,20817,3400,0,0.6939
"8655",220000,2,1,2,35,0,11636,3004,0,0.0528909090909091
"8656",40000,1,1,1,37,0,12745,1500,0,0.318625
"8657",1e+05,1,1,1,30,2,85806,3100,1,0.85806
"8658",30000,2,1,2,41,0,22346,8816,0,0.744866666666667
"8659",60000,2,3,2,40,0,35602,1654,0,0.593366666666667
"8660",80000,2,2,2,28,0,44739,3000,0,0.5592375
"8661",180000,2,2,1,41,2,106944,3500,0,0.594133333333333
"8662",90000,2,2,2,26,0,83900,4022,1,0.932222222222222
"8663",290000,2,2,1,39,-1,316,316,0,0.00108965517241379
"8664",1e+05,2,2,1,58,2,87851,0,1,0.87851
"8665",360000,2,1,1,37,-1,4644,1417,0,0.0129
"8666",1e+05,1,2,2,28,0,61396,3012,0,0.61396
"8667",70000,2,1,2,30,0,19492,1600,0,0.278457142857143
"8668",2e+05,2,2,2,26,-2,0,0,0,0
"8669",70000,2,1,2,24,0,68689,3120,0,0.981271428571429
"8670",460000,2,2,2,33,-1,877,0,0,0.00190652173913043
"8671",80000,2,2,1,47,0,7345,4596,0,0.0918125
"8672",310000,2,1,1,38,1,0,0,1,0
"8673",50000,2,2,2,29,0,48517,3000,0,0.97034
"8674",220000,2,1,2,30,-1,15069,680,0,0.0684954545454545
"8675",70000,2,1,2,25,0,31680,2000,0,0.452571428571429
"8676",60000,1,1,1,34,0,37749,1948,0,0.62915
"8677",450000,1,1,1,54,-1,727,0,0,0.00161555555555556
"8678",420000,2,1,2,33,-2,6135,51,1,0.0146071428571429
"8679",10000,1,2,2,22,0,6579,1134,1,0.6579
"8680",20000,2,2,1,25,2,1650,0,1,0.0825
"8681",2e+05,2,2,2,49,2,91140,4200,1,0.4557
"8682",80000,2,2,1,25,0,78639,3200,0,0.9829875
"8683",80000,1,3,2,30,0,78010,1106,1,0.975125
"8684",60000,1,1,2,23,0,59318,2065,0,0.988633333333333
"8685",230000,1,1,2,28,-1,326,326,0,0.00141739130434783
"8686",1e+05,1,1,2,30,1,94432,0,0,0.94432
"8687",2e+05,1,1,2,29,-2,0,0,1,0
"8688",110000,1,1,2,26,0,57861,2191,0,0.526009090909091
"8689",50000,1,2,2,22,0,47478,1000,0,0.94956
"8690",220000,2,1,2,32,0,205310,7600,0,0.933227272727273
"8691",10000,2,2,1,26,1,5015,0,1,0.5015
"8692",180000,1,2,1,34,0,37671,1800,0,0.209283333333333
"8693",210000,2,2,2,30,0,45998,2150,0,0.219038095238095
"8694",310000,1,1,2,29,2,45153,2904,1,0.145654838709677
"8695",2e+05,1,1,1,51,0,102847,52556,0,0.514235
"8696",180000,1,2,1,39,2,180645,8000,1,1.00358333333333
"8697",140000,1,2,2,27,0,34229,1583,0,0.244492857142857
"8698",50000,2,1,2,32,1,20091,700,1,0.40182
"8699",60000,1,3,1,33,0,59615,2300,0,0.993583333333333
"8700",90000,2,2,1,27,1,0,0,0,0
"8701",1e+05,1,2,2,40,0,86208,3595,0,0.86208
"8702",110000,1,1,2,29,0,18166,3000,0,0.165145454545455
"8703",70000,2,1,2,25,0,24526,1790,0,0.350371428571429
"8704",30000,1,2,1,38,1,9303,0,0,0.3101
"8705",50000,2,2,2,23,0,33109,1660,0,0.66218
"8706",10000,2,2,2,22,0,9721,2939,0,0.9721
"8707",390000,2,1,2,29,0,196172,9599,0,0.503005128205128
"8708",140000,2,2,2,32,2,76187,9834,1,0.544192857142857
"8709",5e+05,2,1,1,40,-2,2121,0,0,0.004242
"8710",1e+05,2,2,1,49,-2,1261,1261,0,0.01261
"8711",4e+05,2,3,1,30,0,121219,4981,0,0.3030475
"8712",80000,1,1,2,26,0,76436,5990,0,0.95545
"8713",30000,1,2,2,39,0,28138,1793,0,0.937933333333333
"8714",240000,1,1,1,35,0,160161,7405,1,0.6673375
"8715",5e+05,1,1,2,49,-2,478030,205,1,0.95606
"8716",50000,1,2,1,36,0,42150,3000,0,0.843
"8717",1e+05,2,2,1,33,0,70096,3300,0,0.70096
"8718",180000,2,2,2,29,0,85465,11508,0,0.474805555555556
"8719",50000,1,3,2,40,0,52828,3000,0,1.05656
"8720",360000,1,1,2,29,-1,51400,0,0,0.142777777777778
"8721",330000,2,2,1,27,1,0,0,1,0
"8722",2e+05,1,1,1,38,-1,3048,0,0,0.01524
"8723",260000,1,1,2,37,0,36664,1690,0,0.141015384615385
"8724",10000,2,2,1,22,-1,390,390,0,0.039
"8725",230000,2,2,1,30,0,218495,8270,0,0.949978260869565
"8726",10000,2,2,2,24,-1,5666,576,1,0.5666
"8727",90000,1,2,1,41,0,45431,2749,0,0.504788888888889
"8728",3e+05,2,3,1,41,1,390,390,0,0.0013
"8729",230000,2,2,2,31,0,17587,2000,0,0.0764652173913044
"8730",150000,1,2,2,27,0,9489,2500,0,0.06326
"8731",60000,1,2,1,52,0,56893,3000,0,0.948216666666667
"8732",50000,1,2,2,25,0,41739,1650,0,0.83478
"8733",140000,1,2,2,31,0,64300,20009,0,0.459285714285714
"8734",90000,2,3,1,25,0,80603,2827,0,0.895588888888889
"8735",80000,2,3,1,50,-1,67328,3113,1,0.8416
"8736",60000,2,3,1,53,-1,747,0,0,0.01245
"8737",50000,1,2,1,48,2,44489,2000,1,0.88978
"8738",150000,1,1,2,34,-1,40749,0,0,0.27166
"8739",220000,2,1,1,36,-1,307,200,0,0.00139545454545455
"8740",330000,2,1,1,36,0,95255,10500,0,0.288651515151515
"8741",3e+05,2,2,2,37,0,67943,3121,0,0.226476666666667
"8742",70000,2,2,1,29,-1,71232,2751,0,1.0176
"8743",70000,2,2,1,43,0,31652,5000,0,0.452171428571429
"8744",110000,1,2,2,24,2,101402,6600,0,0.921836363636364
"8745",240000,2,2,2,28,0,121109,6000,0,0.504620833333333
"8746",80000,2,3,2,54,0,60980,1541,0,0.76225
"8747",50000,1,3,2,26,-2,0,0,0,0
"8748",420000,2,1,1,32,0,45465,1706,0,0.10825
"8749",220000,2,2,1,41,2,27094,1465,0,0.123154545454545
"8750",150000,2,1,2,31,0,90121,2031,0,0.600806666666667
"8751",180000,2,1,2,34,1,0,0,1,0
"8752",130000,2,2,2,25,1,39728,0,0,0.3056
"8753",220000,2,2,1,45,0,204052,7600,0,0.927509090909091
"8754",130000,1,1,2,27,-1,326,326,1,0.00250769230769231
"8755",420000,2,1,2,41,-1,22186,15262,0,0.0528238095238095
"8756",30000,2,1,1,23,0,26669,1844,1,0.888966666666667
"8757",150000,2,2,2,25,1,0,0,1,0
"8758",50000,2,2,1,38,-2,0,0,0,0
"8759",2e+05,2,1,1,41,1,0,0,0,0
"8760",170000,2,1,1,33,0,170440,8200,1,1.00258823529412
"8761",2e+05,2,4,2,25,0,134857,4257,0,0.674285
"8762",2e+05,2,2,1,31,1,153829,7022,0,0.769145
"8763",5e+05,1,1,2,38,0,477468,21000,0,0.954936
"8764",30000,1,2,2,25,-2,836,836,0,0.0278666666666667
"8765",230000,2,1,2,33,-1,483,0,0,0.0021
"8766",360000,2,2,1,49,0,13219,3050,1,0.0367194444444444
"8767",380000,2,1,1,37,0,452092,17400,0,1.18971578947368
"8768",30000,2,3,2,43,2,13509,500,0,0.4503
"8769",50000,2,2,2,43,0,53651,3000,0,1.07302
"8770",420000,2,2,1,47,1,0,0,0,0
"8771",70000,1,2,2,32,0,66982,3036,0,0.956885714285714
"8772",50000,2,2,1,37,0,51734,2003,0,1.03468
"8773",350000,2,2,2,33,0,341200,14000,1,0.974857142857143
"8774",2e+05,1,1,2,32,0,10532,0,0,0.05266
"8775",50000,1,2,2,25,0,24724,2000,0,0.49448
"8776",20000,2,2,2,22,0,15189,2869,1,0.75945
"8777",360000,2,1,2,34,1,0,0,1,0
"8778",140000,1,1,2,29,0,29785,4000,0,0.21275
"8779",150000,1,2,1,39,2,117485,0,1,0.783233333333333
"8780",1e+05,2,1,1,35,0,98899,8800,1,0.98899
"8781",150000,2,2,1,34,1,147833,6130,0,0.985553333333333
"8782",290000,2,1,1,39,-2,79298,0,0,0.273441379310345
"8783",240000,2,2,1,35,0,109226,5500,0,0.455108333333333
"8784",350000,2,2,2,33,0,293303,50070,0,0.838008571428571
"8785",150000,1,2,1,43,0,105416,5800,0,0.702773333333333
"8786",50000,1,3,1,40,1,24091,0,0,0.48182
"8787",1e+05,1,2,1,51,3,56002,1000,1,0.56002
"8788",50000,1,2,2,24,0,47578,2000,0,0.95156
"8789",230000,2,2,1,33,1,0,0,1,0
"8790",90000,1,2,2,28,2,33382,3000,1,0.370911111111111
"8791",20000,1,2,2,24,1,12060,0,0,0.603
"8792",50000,2,2,1,34,1,49378,0,0,0.98756
"8793",60000,2,3,2,42,0,54216,4000,0,0.9036
"8794",180000,2,2,1,36,-1,787,398,0,0.00437222222222222
"8795",250000,2,2,1,43,0,82650,3503,0,0.3306
"8796",90000,1,1,1,29,0,82410,8000,0,0.915666666666667
"8797",10000,2,3,1,52,2,3475,1100,0,0.3475
"8798",290000,2,1,1,37,0,54966,4020,0,0.189537931034483
"8799",80000,2,2,2,27,0,79534,3174,0,0.994175
"8800",30000,2,2,2,25,2,300,0,0,0.01
"8801",2e+05,2,2,1,37,-1,24779,8318,0,0.123895
"8802",50000,2,3,1,56,0,63348,2400,0,1.26696
"8803",220000,1,2,1,47,4,216591,0,1,0.984504545454545
"8804",430000,1,2,1,48,0,32263,1794,0,0.0750302325581395
"8805",50000,2,2,1,27,0,48945,1819,1,0.9789
"8806",410000,1,1,2,33,-2,333,333,0,0.00081219512195122
"8807",50000,2,2,1,39,-1,23912,0,0,0.47824
"8808",110000,1,2,2,47,0,72897,3290,0,0.6627
"8809",50000,1,1,2,28,1,50146,0,0,1.00292
"8810",30000,2,3,3,56,3,26551,0,1,0.885033333333333
"8811",80000,2,1,1,25,3,6269,1200,1,0.0783625
"8812",230000,1,2,1,39,-1,8681,8681,0,0.0377434782608696
"8813",230000,2,2,2,28,0,23063,2000,0,0.100273913043478
"8814",220000,1,1,1,36,-1,769,0,0,0.00349545454545455
"8815",2e+05,2,1,2,26,0,199649,7263,0,0.998245
"8816",130000,2,1,2,30,2,112822,4527,1,0.867861538461538
"8817",20000,1,1,2,25,0,17263,4321,0,0.86315
"8818",4e+05,2,1,2,31,0,7912,4220,0,0.01978
"8819",230000,2,1,2,29,0,31206,1500,0,0.135678260869565
"8820",30000,1,2,1,36,0,6727,2000,0,0.224233333333333
"8821",190000,1,2,1,44,0,197494,7200,0,1.03944210526316
"8822",20000,1,2,2,30,0,19149,1392,0,0.95745
"8823",280000,2,2,2,29,-2,0,0,0,0
"8824",190000,1,2,1,36,0,79584,7007,0,0.418863157894737
"8825",80000,2,2,1,34,0,63343,3000,0,0.7917875
"8826",60000,2,2,2,24,-1,57147,3000,0,0.95245
"8827",80000,1,3,1,52,-1,35861,1500,0,0.4482625
"8828",350000,2,2,1,33,-1,598,0,0,0.00170857142857143
"8829",50000,1,2,2,25,0,46741,2900,0,0.93482
"8830",360000,2,1,1,40,-1,10210,0,0,0.0283611111111111
"8831",1e+05,2,3,2,41,-1,7432,1633,1,0.07432
"8832",360000,2,1,2,29,-1,1498,0,0,0.00416111111111111
"8833",120000,2,1,2,31,-1,388,0,0,0.00323333333333333
"8834",20000,2,3,1,51,0,19255,2000,0,0.96275
"8835",1e+05,1,1,2,31,2,84886,4100,1,0.84886
"8836",60000,1,2,2,22,0,60103,3033,0,1.00171666666667
"8837",240000,2,1,2,28,-1,5018,0,1,0.0209083333333333
"8838",70000,2,1,2,25,0,67906,2519,0,0.970085714285714
"8839",90000,2,1,2,24,0,85365,4054,0,0.9485
"8840",80000,2,3,2,54,0,12011,3794,0,0.1501375
"8841",50000,1,2,2,38,1,28651,0,0,0.57302
"8842",50000,2,3,2,54,0,48065,2082,0,0.9613
"8843",160000,2,2,1,45,-1,19477,10528,0,0.12173125
"8844",120000,2,3,2,53,2,66963,3500,1,0.558025
"8845",5e+05,2,1,2,27,0,78335,2315,0,0.15667
